date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-11,000423,62.27,61.6,63.4,61.4,62421,388173528.96,3.21,-1.2,-0.75,0.97
2025-04-14,000423,61.04,61.38,62.69,60.95,60386,372126956.81,2.82,-0.36,-0.22,0.94
2025-04-15,000423,61.54,62.93,63.2,60.81,61334,382395769.09,3.89,2.53,1.55,0.95
2025-04-16,000423,62.86,63.22,63.55,62.37,51254,323467742.42,1.88,0.46,0.29,0.8
2025-04-17,000423,62.8,63.3,63.85,62.8,35595,225834249.15,1.66,0.13,0.08,0.55
2025-04-18,000423,63.24,62.5,63.63,62.37,25837,162189410.71,1.99,-1.26,-0.8,0.4
2025-04-21,000423,62.33,62.86,63.18,62.02,25391,159179233.51,1.86,0.58,0.36,0.39
2025-04-22,000423,62.8,62.95,64.08,62.67,45599,290042572.16,2.24,0.14,0.09,0.71
2025-04-23,000423,62.85,61.71,63.2,61.25,49819,309355975.48,3.1,-1.97,-1.24,0.77
2025-04-24,000423,61.8,63.1,63.62,61.6,42503,267864598.52,3.27,2.25,1.39,0.66
2025-04-25,000423,63.12,61.23,63.34,61.0,63681,392894337.96,3.71,-2.96,-1.87,0.99
2025-04-28,000423,59.43,55.11,59.43,55.11,285147,1598103785.34,7.06,-10.0,-6.12,4.43
2025-04-29,000423,55.5,54.0,55.6,53.5,171682,927716176.42,3.81,-2.01,-1.11,2.67
2025-04-30,000423,54.36,54.41,55.09,53.94,119251,650403895.43,2.13,0.76,0.41,1.85
2025-05-06,000423,54.66,54.2,54.8,54.12,105794,574414547.47,1.25,-0.39,-0.21,1.64
2025-05-07,000423,54.5,55.13,55.33,54.5,94351,519167476.52,1.53,1.72,0.93,1.47
2025-05-08,000423,55.01,55.28,55.42,54.74,64220,354172350.88,1.23,0.27,0.15,1.0
2025-05-09,000423,55.43,55.76,56.1,54.88,81628,452789300.3,2.21,0.87,0.48,1.27
2025-05-12,000423,55.89,55.64,55.94,55.2,59578,330817853.77,1.33,-0.22,-0.12,0.93
2025-05-13,000423,55.73,55.51,55.78,55.37,56952,316213473.37,0.74,-0.23,-0.13,0.88
2025-05-14,000423,55.47,55.8,55.96,55.08,63962,355181724.79,1.59,0.52,0.29,0.99
2025-05-15,000423,55.72,55.95,56.14,55.5,59979,335094320.48,1.15,0.27,0.15,0.93
2025-05-16,000423,55.85,56.79,56.92,55.84,76023,430026017.44,1.93,1.5,0.84,1.18
2025-05-19,000423,56.79,56.31,57.46,56.11,65314,370303265.96,2.38,-0.85,-0.48,1.01
2025-05-20,000423,56.33,56.91,57.06,56.31,39199,222438021.9,1.33,1.07,0.6,0.61
2025-05-21,000423,56.89,56.78,57.54,56.62,54756,312328532.25,1.62,-0.23,-0.13,0.85
2025-05-22,000423,56.68,56.36,57.06,56.21,44694,252203774.55,1.5,-0.74,-0.42,0.69
2025-05-23,000423,56.4,56.02,56.88,56.01,36351,205102238.38,1.54,-0.6,-0.34,0.56
2025-05-26,000423,56.0,54.93,56.09,54.82,58159,321215630.93,2.27,-1.95,-1.09,0.9
2025-05-27,000423,55.07,55.37,55.73,54.84,44403,245317999.15,1.62,0.8,0.44,0.69
2025-05-28,000423,55.25,54.9,55.3,54.41,57528,315598542.67,1.61,-0.85,-0.47,0.89
2025-05-29,000423,54.89,55.06,55.21,54.62,37431,205821031.31,1.07,0.29,0.16,0.58
2025-05-30,000423,55.21,54.81,55.55,54.77,44050,242428017.23,1.42,-0.45,-0.25,0.68
2025-06-03,000423,54.6,55.49,55.6,54.4,64384,353923867.46,2.19,1.24,0.68,1.0
2025-06-04,000423,55.49,55.3,55.58,55.12,45176,250028745.1,0.83,-0.34,-0.19,0.7
2025-06-05,000423,54.38,54.6,54.94,53.51,60293,328700744.99,2.59,-1.27,-0.7,0.94
2025-06-06,000423,54.64,54.93,55.11,54.57,46521,255221880.4,0.99,0.6,0.33,0.72
2025-06-09,000423,54.92,55.02,55.37,54.66,45605,251345239.15,1.29,0.16,0.09,0.71
2025-06-10,000423,55.15,54.7,55.25,54.62,45331,248656982.44,1.15,-0.58,-0.32,0.7
2025-06-11,000423,54.74,55.1,55.8,54.65,74476,412632377.48,2.1,0.73,0.4,1.16
2025-06-12,000423,55.11,53.74,55.3,53.58,101091,545628844.52,3.12,-2.47,-1.36,1.57
2025-06-13,000423,53.6,53.88,54.32,53.1,91289,490364520.35,2.27,0.26,0.14,1.42
2025-06-16,000423,53.55,52.94,53.87,52.87,72900,387658432.02,1.86,-1.74,-0.94,1.13
2025-06-17,000423,53.0,52.45,53.55,52.24,53820,283621605.06,2.47,-0.93,-0.49,0.84
2025-06-18,000423,52.5,52.38,52.75,52.38,32282,169575392.0,0.71,-0.13,-0.07,0.5
2025-06-19,000423,52.4,52.09,52.55,51.96,43280,226078461.68,1.13,-0.55,-0.29,0.67
2025-06-20,000423,52.09,52.29,52.4,52.03,32908,171901453.79,0.71,0.38,0.2,0.51
2025-06-23,000423,52.17,51.95,52.45,51.6,40327,209565646.11,1.63,-0.65,-0.34,0.63
2025-06-24,000423,52.16,52.6,52.65,52.1,42209,221573307.59,1.06,1.25,0.65,0.66
2025-06-25,000423,52.65,52.27,52.77,52.05,50628,264697667.99,1.37,-0.63,-0.33,0.79
2025-06-26,000423,52.41,52.25,52.83,52.15,49077,257577273.22,1.3,-0.04,-0.02,0.76
2025-06-27,000423,52.3,52.56,53.09,52.28,49597,261774001.44,1.55,0.59,0.31,0.77
2025-06-30,000423,52.59,52.3,52.69,52.13,45141,236114125.44,1.07,-0.49,-0.26,0.7
2025-07-01,000423,52.4,51.72,52.4,51.69,60734,315967028.48,1.36,-1.11,-0.58,0.94
2025-07-02,000423,51.71,51.18,51.82,51.02,63137,323398996.41,1.55,-1.04,-0.54,0.98
2025-07-03,000423,51.17,51.1,51.65,51.0,50133,256955362.42,1.27,-0.16,-0.08,0.78
2025-07-04,000423,51.03,51.16,51.31,50.89,34730,177402261.79,0.82,0.12,0.06,0.54
2025-07-07,000423,51.17,51.28,51.39,51.14,28836,147809582.12,0.49,0.23,0.12,0.45
2025-07-08,000423,51.28,51.38,51.42,51.03,45480,233131222.19,0.76,0.2,0.1,0.71
2025-07-09,000423,51.38,51.0,51.69,50.93,69179,354719089.37,1.48,-0.74,-0.38,1.07
2025-07-10,000423,51.0,50.25,51.05,50.12,96248,484683122.47,1.82,-1.47,-0.75,1.49
2025-07-11,000423,50.19,50.55,50.77,50.12,60014,302896227.33,1.29,0.6,0.3,0.93
2025-07-14,000423,50.57,49.71,50.77,49.65,104320,522010997.6,2.22,-1.66,-0.84,1.62
2025-07-15,000423,49.72,49.04,50.03,48.8,102237,503805608.27,2.47,-1.35,-0.67,1.59
2025-07-16,000423,49.04,49.45,49.75,49.04,90870,450195408.07,1.45,0.84,0.41,1.41
2025-07-17,000423,49.52,49.58,49.76,49.17,53775,265979379.2,1.19,0.26,0.13,0.84
2025-07-18,000423,49.59,49.82,49.88,49.5,56427,280402665.03,0.77,0.48,0.24,0.88
2025-07-21,000423,49.85,49.6,49.89,49.4,73513,364258588.77,0.98,-0.44,-0.22,1.14
2025-07-22,000423,49.6,51.15,51.2,49.5,167205,845390375.67,3.43,3.13,1.55,2.6
2025-07-23,000423,51.16,50.99,51.47,50.71,96851,494470108.98,1.49,-0.31,-0.16,1.51
2025-07-24,000423,50.99,51.59,51.79,50.8,88018,452087562.68,1.94,1.18,0.6,1.37
2025-07-25,000423,51.61,50.98,51.82,50.92,75112,385391319.0,1.74,-1.18,-0.61,1.17
2025-07-28,000423,50.78,50.58,51.05,50.35,59945,303850433.28,1.37,-0.78,-0.4,0.93
2025-07-29,000423,50.65,50.4,50.75,50.11,54998,276512674.25,1.27,-0.36,-0.18,0.86
2025-07-30,000423,50.4,52.28,52.39,50.26,164318,850090257.44,4.23,3.73,1.88,2.56
2025-07-31,000423,52.0,51.6,52.15,51.23,120478,621288854.84,1.76,-1.3,-0.68,1.87
2025-08-01,000423,51.6,51.7,52.54,51.4,90071,467741254.76,2.21,0.19,0.1,1.4
2025-08-04,000423,51.7,51.53,51.85,51.02,62337,320611758.75,1.61,-0.33,-0.17,0.97
2025-08-05,000423,51.53,51.65,51.66,51.22,43863,225502730.48,0.85,0.23,0.12,0.68
2025-08-06,000423,51.66,51.3,51.78,51.16,52907,271392127.8,1.2,-0.68,-0.35,0.82
2025-08-07,000423,51.3,51.27,51.39,51.1,40815,209059996.51,0.57,-0.06,-0.03,0.63
2025-08-08,000423,51.27,51.1,51.35,51.01,35346,180700338.54,0.66,-0.33,-0.17,0.55
2025-08-11,000423,51.15,51.27,51.36,50.91,46640,238595753.53,0.88,0.33,0.17,0.73
2025-08-12,000423,51.3,50.94,51.47,50.87,67597,345220410.02,1.17,-0.64,-0.33,1.05
2025-08-13,000423,50.95,50.59,51.08,50.53,72019,364946400.22,1.08,-0.69,-0.35,1.12
2025-08-14,000423,50.62,50.19,50.93,50.16,88351,446407827.62,1.52,-0.79,-0.4,1.37
2025-08-15,000423,50.15,50.33,50.4,49.98,57467,288603559.89,0.84,0.28,0.14,0.89
2025-08-18,000423,50.49,50.4,50.64,50.1,87680,441718418.29,1.07,0.14,0.07,1.36
2025-08-19,000423,50.42,50.68,51.1,50.3,75894,384682313.4,1.59,0.56,0.28,1.18
2025-08-20,000423,50.55,50.81,50.88,50.3,65737,332688724.09,1.14,0.26,0.13,1.02
2025-08-21,000423,50.89,51.13,51.76,50.88,135921,698054469.73,1.73,0.63,0.32,2.11
2025-08-22,000423,52.55,52.17,52.97,51.69,205891,1074063835.14,2.5,2.03,1.04,3.2
2025-08-25,000423,52.81,52.43,53.1,52.21,166400,875910651.74,1.71,0.5,0.26,2.59
2025-08-26,000423,52.45,51.95,52.51,51.87,111820,582930968.64,1.22,-0.92,-0.48,1.74
2025-08-27,000423,52.25,51.2,52.75,51.18,132163,687033502.25,3.02,-1.44,-0.75,2.06
2025-08-28,000423,51.3,50.88,51.56,50.16,117498,596858031.11,2.73,-0.63,-0.32,1.83
2025-08-29,000423,50.84,51.88,51.89,50.84,117069,604663278.92,2.06,1.97,1.0,1.82
2025-09-01,000423,51.89,51.83,52.38,51.51,121367,629287912.71,1.68,-0.1,-0.05,1.89
2025-09-02,000423,51.84,51.6,52.03,51.35,93884,484489773.99,1.31,-0.44,-0.23,1.46
2025-09-03,000423,50.4,49.25,50.4,49.13,104657,519844357.65,2.46,-4.55,-2.35,1.63
2025-09-04,000423,49.35,48.96,49.48,48.54,76026,371629459.34,1.91,-0.59,-0.29,1.18
2025-09-05,000423,48.96,49.17,49.29,48.82,47850,235007784.39,0.96,0.43,0.21,0.74
2025-09-08,000423,49.17,49.71,49.77,49.02,65936,326207262.19,1.53,1.1,0.54,1.03
2025-09-09,000423,49.69,49.32,49.7,49.02,75676,372351584.17,1.37,-0.78,-0.39,1.18
2025-09-10,000423,49.27,48.92,49.27,48.9,68080,333804396.08,0.75,-0.81,-0.4,1.06
2025-09-11,000423,49.0,49.06,49.06,48.6,75692,369524643.6,0.94,0.29,0.14,1.18
2025-09-12,000423,49.07,48.68,49.1,48.61,88800,432737996.36,1.0,-0.77,-0.38,1.38
2025-09-15,000423,48.66,48.05,48.66,48.02,101180,487301271.13,1.31,-1.29,-0.63,1.57
2025-09-16,000423,48.05,47.71,48.18,47.55,89626,427919977.01,1.31,-0.71,-0.34,1.39
2025-09-17,000423,47.72,47.62,47.81,47.4,88565,420966953.89,0.86,-0.19,-0.09,1.38
2025-09-18,000423,47.7,47.53,47.98,47.3,105086,500965578.47,1.43,-0.19,-0.09,1.63
2025-09-19,000423,47.46,47.83,47.85,47.02,78652,372432008.78,1.75,0.63,0.3,1.22
2025-09-22,000423,47.7,47.2,47.89,47.15,61966,293650564.84,1.55,-1.32,-0.63,0.96
2025-09-23,000423,47.21,46.84,47.32,46.09,102339,476061895.2,2.61,-0.76,-0.36,1.59
2025-09-24,000423,46.85,48.1,48.25,46.83,101782,486977450.39,3.03,2.69,1.26,1.58
2025-09-25,000423,47.9,47.37,47.9,47.34,77062,366499307.02,1.16,-1.52,-0.73,1.2
2025-09-26,000423,47.32,47.58,48.12,47.2,85019,405977915.64,1.94,0.44,0.21,1.32
2025-09-29,000423,47.5,47.7,47.85,47.01,59503,281955039.9,1.77,0.25,0.12,0.93
2025-09-30,000423,47.7,47.4,47.71,47.21,55255,261763463.68,1.05,-0.63,-0.3,0.86
2025-10-09,000423,47.4,47.3,47.4,46.73,70564,331688805.02,1.41,-0.21,-0.1,1.1
2025-10-10,000423,47.1,47.38,47.5,47.04,55490,262767272.37,0.97,0.17,0.08,0.86
2025-10-13,000423,46.87,46.8,47.2,46.63,71712,335826176.23,1.2,-1.22,-0.58,1.12
2025-10-14,000423,46.85,47.38,47.7,46.71,87325,411688637.55,2.12,1.24,0.58,1.36
2025-10-15,000423,47.4,48.02,48.02,47.17,70011,333223370.95,1.79,1.35,0.64,1.09
2025-10-16,000423,47.7,48.04,48.14,47.57,61815,296355885.81,1.19,0.04,0.02,0.96
2025-10-17,000423,48.04,47.89,48.27,47.73,68953,331194591.01,1.12,-0.31,-0.15,1.07
2025-10-20,000423,47.89,47.63,47.9,47.25,43726,207901173.81,1.36,-0.54,-0.26,0.68
2025-10-21,000423,47.78,47.89,48.1,47.59,49061,235046928.97,1.07,0.55,0.26,0.76
2025-10-22,000423,47.8,48.29,48.43,47.75,47043,226909361.01,1.42,0.84,0.4,0.73
2025-10-23,000423,48.18,48.46,48.5,48.01,47581,229835231.94,1.01,0.35,0.17,0.74
2025-10-24,000423,48.45,47.85,48.45,47.7,52440,251541526.43,1.55,-1.26,-0.61,0.82
2025-10-27,000423,48.05,47.89,48.15,47.79,61958,296959886.98,0.75,0.08,0.04,0.96
2025-10-28,000423,48.02,47.45,48.43,47.4,83115,396815923.67,2.15,-0.92,-0.44,1.29
2025-10-29,000423,47.31,47.37,47.44,47.08,47001,221939285.67,0.76,-0.17,-0.08,0.73
2025-10-30,000423,47.3,46.98,47.49,46.9,62665,295614151.25,1.25,-0.82,-0.39,0.97
2025-10-31,000423,46.98,47.49,47.59,46.81,61713,292026321.19,1.66,1.09,0.51,0.96
2025-11-03,000423,47.6,47.57,47.82,47.5,55979,266622787.13,0.67,0.17,0.08,0.87
2025-11-04,000423,47.57,47.78,47.98,47.41,73139,349181236.17,1.2,0.44,0.21,1.14
2025-11-05,000423,47.78,47.96,48.11,47.5,57738,276155764.07,1.28,0.38,0.18,0.9
2025-11-06,000423,47.89,47.63,47.9,47.54,53838,256882063.5,0.75,-0.69,-0.33,0.84
2025-11-07,000423,47.51,48.32,48.39,47.47,88877,428237234.19,1.93,1.45,0.69,1.38
2025-11-10,000423,48.32,48.89,48.94,48.12,90909,442353593.32,1.7,1.18,0.57,1.41
2025-11-11,000423,48.89,48.84,48.9,48.45,61933,301445781.21,0.92,-0.1,-0.05,0.96
2025-11-12,000423,48.79,49.19,49.25,48.75,87083,427021275.51,1.02,0.72,0.35,1.35
2025-11-13,000423,49.2,49.15,49.33,48.7,83593,409294402.84,1.28,-0.08,-0.04,1.3
2025-11-14,000423,49.04,49.17,49.73,49.04,73992,366020278.42,1.4,0.04,0.02,1.15
2025-11-17,000423,49.16,48.58,49.17,48.36,65673,318790549.32,1.65,-1.2,-0.59,1.02
2025-11-18,000423,48.43,48.41,48.83,48.33,39683,192660980.17,1.03,-0.35,-0.17,0.62
2025-11-19,000423,48.42,48.31,48.59,48.18,30215,146026323.04,0.85,-0.21,-0.1,0.47
2025-11-20,000423,48.35,48.57,48.8,48.18,47353,229632930.01,1.28,0.54,0.26,0.74
2025-11-21,000423,48.32,48.15,48.78,47.96,84554,409032790.27,1.69,-0.86,-0.42,1.31
2025-11-24,000423,48.21,47.78,48.69,47.3,116346,558578202.17,2.89,-0.77,-0.37,1.81
2025-11-25,000423,47.75,47.64,47.77,47.29,65727,312356354.1,1.0,-0.29,-0.14,1.02
2025-11-26,000423,47.66,47.32,48.11,47.28,53718,255287857.19,1.74,-0.67,-0.32,0.84
2025-11-27,000423,47.32,47.25,47.56,47.03,42755,202233024.88,1.12,-0.15,-0.07,0.66
2025-11-28,000423,47.26,47.27,47.44,47.1,43176,204018408.58,0.72,0.04,0.02,0.67
2025-12-01,000423,47.25,47.28,47.33,47.05,70560,332912220.27,0.59,0.02,0.01,1.1
2025-12-02,000423,47.27,47.49,47.89,47.17,82379,392237590.93,1.52,0.44,0.21,1.28
2025-12-03,000423,47.5,47.93,48.16,47.37,69815,334309883.71,1.66,0.93,0.44,1.09
2025-12-04,000423,48.01,47.67,48.02,47.52,40023,190664255.77,1.04,-0.54,-0.26,0.62
2025-12-05,000423,48.0,48.05,48.1,47.61,61153,292946081.42,1.03,0.8,0.38,0.95
2025-12-08,000423,48.1,47.87,48.42,47.84,50611,243006550.28,1.21,-0.37,-0.18,0.79
2025-12-09,000423,47.88,47.22,47.94,47.22,51110,242400558.38,1.5,-1.36,-0.65,0.79
2025-12-10,000423,47.2,47.85,47.94,47.12,55074,261896466.41,1.74,1.33,0.63,0.86
2025-12-11,000423,47.84,48.38,48.8,47.78,98269,476208247.35,2.13,1.11,0.53,1.53
2025-12-12,000423,48.43,48.88,49.0,48.13,104829,511347914.87,1.8,1.03,0.5,1.63
2025-12-15,000423,48.84,48.82,49.25,48.68,69585,341034943.75,1.17,-0.12,-0.06,1.08
2025-12-16,000423,48.78,48.33,48.97,48.26,48075,233446516.32,1.45,-1.0,-0.49,0.75
2025-12-17,000423,48.33,48.69,48.84,48.06,47525,230540016.28,1.61,0.74,0.36,0.74
2025-12-18,000423,48.63,49.0,49.1,48.53,45029,220282022.06,1.17,0.64,0.31,0.7
2025-12-19,000423,49.0,48.71,49.02,48.58,52547,256100824.23,0.9,-0.59,-0.29,0.82
2025-12-22,000423,48.71,49.25,49.6,48.51,67822,333410142.24,2.24,1.11,0.54,1.05
2025-12-23,000423,49.2,49.17,49.39,48.96,50435,247844555.69,0.87,-0.16,-0.08,0.78
2025-12-24,000423,49.1,49.07,49.31,48.9,44932,220718545.23,0.83,-0.2,-0.1,0.7
2025-12-25,000423,49.05,48.97,49.2,48.9,35417,173592780.68,0.61,-0.2,-0.1,0.55
2025-12-26,000423,48.9,49.35,49.45,48.82,48929,240862746.62,1.29,0.78,0.38,0.76
2025-12-29,000423,49.33,48.9,49.39,48.82,39924,195737346.08,1.16,-0.91,-0.45,0.62
2025-12-30,000423,48.9,48.92,48.97,48.66,34609,168932760.81,0.63,0.04,0.02,0.54
2025-12-31,000423,48.91,49.08,49.25,48.54,50086,244831505.85,1.45,0.33,0.16,0.78
2026-01-05,000423,49.29,49.73,49.79,49.12,88923,440002865.86,1.37,1.32,0.65,1.38
2026-01-06,000423,49.7,50.94,51.05,49.64,136051,688433654.24,2.84,2.43,1.21,2.12
